District,Year,Crop,Production
142,2007,Maize,0.03
142,2008,Maize,0.02
142,2009,Maize,0.0
142,2010,Maize,0.0
142,2011,Maize,0.01
142,2012,Maize,0.01
142,2013,Maize,0.04
142,2014,Maize,0.02
142,2015,Maize,0.04
142,2016,Maize,0.01
142,2017,Maize,0.03
143,1966,Maize,0.2
143,1967,Maize,1.0
143,1968,Maize,0.0
143,1969,Maize,0.0
143,1970,Maize,0.3
143,1971,Maize,0.1
143,1972,Maize,0.1
143,1973,Maize,0.2
143,1974,Maize,0.1
143,1975,Maize,0.1
143,1976,Maize,0.1
143,1977,Maize,0.0
143,1978,Maize,0.2
143,1979,Maize,0.2
143,1980,Maize,0.2
143,1981,Maize,0.2
143,1982,Maize,0.1
143,1983,Maize,0.1
143,1984,Maize,0.1
143,1985,Maize,0.1
143,1986,Maize,0.2
143,1987,Maize,0.0
143,1988,Maize,0.2
143,1989,Maize,0.2
143,1990,Maize,0.08
143,1991,Maize,0.1
143,1992,Maize,0.08
143,1993,Maize,0.11
143,1994,Maize,0.13
143,1995,Maize,0.06
143,1996,Maize,0.08
143,1997,Maize,0.17
143,1998,Maize,0.12
143,1999,Maize,0.13
143,2000,Maize,0.11
143,2001,Maize,0.14
143,2002,Maize,0.07
143,2003,Maize,0.08
143,2004,Maize,0.06
143,2005,Maize,0.03
143,2006,Maize,0.03
143,2007,Maize,0.03
143,2008,Maize,0.05
143,2009,Maize,0.02
143,2010,Maize,0.02
143,2011,Maize,0.02
143,2012,Maize,0.02
143,2013,Maize,0.01
143,2014,Maize,0.01
143,2015,Maize,0.01
143,2016,Maize,0.0
143,2017,Maize,0.0
144,1966,Maize,110.0
144,1967,Maize,154.0
144,1968,Maize,75.0
144,1969,Maize,89.0
144,1970,Maize,122.0
144,1971,Maize,100.0
144,1972,Maize,115.0
144,1973,Maize,71.0
144,1974,Maize,74.0
144,1975,Maize,133.8
144,1976,Maize,89.7
144,1977,Maize,101.2
144,1978,Maize,143.7
144,1979,Maize,94.1
144,1980,Maize,94.4
144,1981,Maize,103.4
144,1982,Maize,75.2
144,1983,Maize,203.3
144,1984,Maize,156.7
144,1985,Maize,109.8
144,1986,Maize,111.0
144,1987,Maize,29.0
144,1988,Maize,254.8
144,1989,Maize,181.3
144,1990,Maize,204.71
144,1991,Maize,139.65
144,1992,Maize,144.76
144,1993,Maize,115.43
144,1994,Maize,122.28
144,1995,Maize,124.0
144,1996,Maize,185.23
144,1997,Maize,205.05
144,1998,Maize,79.6
144,1999,Maize,128.79
144,2000,Maize,170.26
144,2001,Maize,270.77
144,2002,Maize,40.94
144,2003,Maize,300.9
144,2004,Maize,297.28
144,2005,Maize,114.63
144,2006,Maize,299.94
144,2007,Maize,337.33
144,2008,Maize,280.9
144,2009,Maize,129.25
144,2010,Maize,371.55
144,2011,Maize,287.82
144,2012,Maize,283.75
144,2013,Maize,264.31
144,2014,Maize,308.04
144,2015,Maize,197.74
144,2016,Maize,265.21
144,2017,Maize,361.78
145,1966,Maize,0.0
145,1967,Maize,0.0
145,1968,Maize,0.0
145,1969,Maize,0.0
145,1970,Maize,0.0
145,1971,Maize,0.0
145,1972,Maize,0.0
145,1973,Maize,0.0
145,1974,Maize,0.0
145,1975,Maize,0.0
145,1976,Maize,0.0
145,1977,Maize,0.0
145,1978,Maize,0.0
145,1979,Maize,0.0
145,1980,Maize,0.0
145,1981,Maize,0.0
145,1982,Maize,0.0
145,1983,Maize,0.0
145,1984,Maize,0.0
145,1985,Maize,0.0
145,1986,Maize,0.0
145,1987,Maize,0.0
145,1988,Maize,0.0
145,1989,Maize,0.0
145,1990,Maize,0.02
145,1991,Maize,0.0
145,1992,Maize,0.0
145,1993,Maize,0.0
145,1994,Maize,0.01
145,1995,Maize,0.0
145,1996,Maize,0.0
145,1997,Maize,0.0
145,1998,Maize,0.0
145,1999,Maize,0.0
145,2000,Maize,0.0
145,2001,Maize,0.0
145,2002,Maize,0.0
145,2003,Maize,0.0
145,2004,Maize,0.0
145,2005,Maize,0.0
145,2006,Maize,0.0
145,2007,Maize,0.0
145,2008,Maize,0.01
145,2009,Maize,0.01
145,2010,Maize,0.01
145,2011,Maize,0.01
145,2012,Maize,0.06
145,2013,Maize,0.0
145,2014,Maize,0.0
145,2015,Maize,0.0
145,2016,Maize,0.0
145,2017,Maize,0.0
146,1966,Maize,17.0
146,1967,Maize,25.0
146,1968,Maize,13.0
146,1969,Maize,15.0
146,1970,Maize,30.0
146,1971,Maize,5.0
146,1972,Maize,29.0
146,1973,Maize,12.0
146,1974,Maize,7.0
146,1975,Maize,17.1
146,1976,Maize,19.8
146,1977,Maize,16.3
146,1978,Maize,32.4
146,1979,Maize,22.6
146,1980,Maize,22.6
146,1981,Maize,26.2
146,1982,Maize,10.0
146,1983,Maize,53.7
146,1984,Maize,34.2
146,1985,Maize,32.0
146,1986,Maize,24.0
146,1987,Maize,14.0
146,1988,Maize,38.0
146,1989,Maize,48.3
146,1990,Maize,73.06
146,1991,Maize,27.66
146,1992,Maize,36.95
146,1993,Maize,62.88
146,1994,Maize,21.63
146,1995,Maize,27.67
146,1996,Maize,29.06
146,1997,Maize,40.0
146,1998,Maize,25.05
146,1999,Maize,28.83
146,2000,Maize,44.0
146,2001,Maize,55.82
146,2002,Maize,14.21
146,2003,Maize,80.72
146,2004,Maize,36.76
146,2005,Maize,40.9
146,2006,Maize,56.36
146,2007,Maize,76.59
146,2008,Maize,73.58
146,2009,Maize,49.57
146,2010,Maize,122.39
146,2011,Maize,109.98
146,2012,Maize,129.81
146,2013,Maize,59.44
146,2014,Maize,91.37
146,2015,Maize,86.4
146,2016,Maize,87.4
146,2017,Maize,79.26
147,1966,Maize,82.0
147,1967,Maize,144.0
147,1968,Maize,61.0
147,1969,Maize,68.0
147,1970,Maize,157.0
147,1971,Maize,119.0
147,1972,Maize,128.0
147,1973,Maize,46.0
147,1974,Maize,105.0
147,1975,Maize,135.7
147,1976,Maize,110.1
147,1977,Maize,110.2
147,1978,Maize,134.6
147,1979,Maize,139.1
147,1980,Maize,139.1
147,1981,Maize,160.7
147,1982,Maize,150.0
147,1983,Maize,240.0
147,1984,Maize,212.8
147,1985,Maize,158.0
147,1986,Maize,144.0
147,1987,Maize,76.0
147,1988,Maize,238.8
147,1989,Maize,276.7
147,1990,Maize,233.1
147,1991,Maize,176.86
147,1992,Maize,219.03
147,1993,Maize,255.39
147,1994,Maize,126.04
147,1995,Maize,186.19
147,1996,Maize,194.23
147,1997,Maize,232.7
147,1998,Maize,196.54
147,1999,Maize,198.3
147,2000,Maize,194.85
147,2001,Maize,293.15
147,2002,Maize,186.04
147,2003,Maize,374.06
147,2004,Maize,276.25
147,2005,Maize,261.24
147,2006,Maize,270.94
147,2007,Maize,459.14
147,2008,Maize,507.03
147,2009,Maize,338.47
147,2010,Maize,424.76
147,2011,Maize,403.89
147,2012,Maize,413.28
147,2013,Maize,307.94
147,2014,Maize,311.61
147,2015,Maize,217.17
147,2016,Maize,183.98
147,2017,Maize,352.3
148,1966,Maize,0.0
148,1967,Maize,0.0
148,1968,Maize,0.0
148,1969,Maize,0.0
148,1970,Maize,0.0
148,1971,Maize,0.0
148,1972,Maize,0.0
148,1973,Maize,0.0
148,1974,Maize,0.0
148,1975,Maize,0.0
148,1976,Maize,0.0
148,1977,Maize,0.0
148,1978,Maize,0.0
148,1979,Maize,0.0
148,1980,Maize,0.0
148,1981,Maize,0.0
148,1982,Maize,0.0
148,1983,Maize,0.0
148,1984,Maize,0.0
148,1985,Maize,0.0
148,1986,Maize,0.0
148,1987,Maize,0.0
148,1988,Maize,0.0
148,1989,Maize,0.0
148,1990,Maize,0.0
148,1991,Maize,0.0
148,1992,Maize,0.0
148,1993,Maize,0.0
148,1994,Maize,0.0
148,1995,Maize,0.0
148,1996,Maize,0.0
148,1997,Maize,0.0
148,1998,Maize,0.0
148,1999,Maize,0.0
148,2000,Maize,0.0
148,2001,Maize,0.0
148,2002,Maize,0.0
148,2003,Maize,0.0
148,2004,Maize,0.0
148,2005,Maize,0.0
148,2006,Maize,0.0
148,2007,Maize,0.0
148,2008,Maize,0.0
148,2009,Maize,0.0
148,2010,Maize,0.0
148,2011,Maize,0.0
148,2012,Maize,0.0
148,2013,Maize,0.0
148,2014,Maize,0.0
148,2015,Maize,0.0
148,2016,Maize,0.0
148,2017,Maize,0.0
149,1966,Maize,11.0
149,1967,Maize,81.0
149,1968,Maize,21.0
149,1969,Maize,28.0
149,1970,Maize,50.0
149,1971,Maize,75.0
149,1972,Maize,41.0
149,1973,Maize,14.0
149,1974,Maize,27.0
149,1975,Maize,57.9
149,1976,Maize,17.7
149,1977,Maize,6.7
149,1978,Maize,42.2
149,1979,Maize,51.3
149,1980,Maize,51.3
149,1981,Maize,49.7
149,1982,Maize,49.0
149,1983,Maize,52.4
149,1984,Maize,36.8
149,1985,Maize,24.6
149,1986,Maize,23.0
149,1987,Maize,11.0
149,1988,Maize,38.3
149,1989,Maize,64.2
149,1990,Maize,59.25
149,1991,Maize,15.83
149,1992,Maize,48.02
149,1993,Maize,12.11
149,1994,Maize,26.08
149,1995,Maize,43.9
149,1996,Maize,47.62
149,1997,Maize,53.74
149,1998,Maize,80.47
149,1999,Maize,73.84
149,2000,Maize,39.19
149,2001,Maize,56.22
149,2002,Maize,64.04
149,2003,Maize,88.76
149,2004,Maize,52.35
149,2005,Maize,27.66
149,2006,Maize,11.08
149,2007,Maize,122.91
149,2008,Maize,77.62
149,2009,Maize,56.93
149,2010,Maize,130.46
149,2011,Maize,39.69
149,2012,Maize,68.52
149,2013,Maize,71.47
149,2014,Maize,87.85
149,2015,Maize,57.88
149,2016,Maize,87.49
149,2017,Maize,70.31
150,1966,Maize,1.0
150,1967,Maize,1.0
150,1968,Maize,1.0
150,1969,Maize,1.0
150,1970,Maize,2.0
150,1971,Maize,1.0
150,1972,Maize,1.0
150,1973,Maize,1.0
150,1974,Maize,1.0
150,1975,Maize,1.4
150,1976,Maize,0.8
150,1977,Maize,0.7
150,1978,Maize,1.0
150,1979,Maize,0.9
150,1980,Maize,0.9
150,1981,Maize,0.7
150,1982,Maize,0.5
150,1983,Maize,1.0
150,1984,Maize,1.2
150,1985,Maize,0.8
150,1986,Maize,0.5
150,1987,Maize,0.1
150,1988,Maize,0.8
150,1989,Maize,0.4
150,1990,Maize,0.33
150,1991,Maize,0.12
150,1992,Maize,0.16
150,1993,Maize,0.22
150,1994,Maize,0.23
150,1995,Maize,0.09
150,1996,Maize,0.13
150,1997,Maize,0.15
150,1998,Maize,0.08
150,1999,Maize,0.13
150,2000,Maize,0.07
150,2001,Maize,0.11
150,2002,Maize,0.02
150,2003,Maize,0.13
150,2004,Maize,0.03
150,2005,Maize,0.03
150,2006,Maize,0.03
150,2007,Maize,0.02
150,2008,Maize,0.13
150,2009,Maize,0.0
150,2010,Maize,0.07
150,2011,Maize,0.02
150,2012,Maize,0.04
150,2013,Maize,0.12
150,2014,Maize,0.13
150,2015,Maize,0.03
150,2016,Maize,0.33
150,2017,Maize,0.14
151,1966,Maize,22.0
151,1967,Maize,29.0
151,1968,Maize,21.0
151,1969,Maize,21.0
151,1970,Maize,25.0
151,1971,Maize,11.0
151,1972,Maize,12.0
151,1973,Maize,17.0
151,1974,Maize,12.0
151,1975,Maize,2.9
151,1976,Maize,20.1
151,1977,Maize,1.4
151,1978,Maize,24.2
151,1979,Maize,20.4
151,1980,Maize,20.4
151,1981,Maize,5.2
151,1982,Maize,12.0
151,1983,Maize,9.6
151,1984,Maize,21.4
151,1985,Maize,5.8
151,1986,Maize,14.0
151,1987,Maize,5.0
151,1988,Maize,9.3
151,1989,Maize,15.5
151,1990,Maize,14.51
151,1991,Maize,8.03
151,1992,Maize,13.57
151,1993,Maize,9.91
151,1994,Maize,7.2
151,1995,Maize,5.97
151,1996,Maize,14.33
151,1997,Maize,20.88
151,1998,Maize,11.91
151,1999,Maize,8.41
151,2000,Maize,10.63
151,2001,Maize,14.3
151,2002,Maize,4.75
151,2003,Maize,15.3
151,2004,Maize,6.1
151,2005,Maize,4.84
151,2006,Maize,7.25
151,2007,Maize,5.63
151,2008,Maize,6.83
151,2009,Maize,2.8
151,2010,Maize,7.54
151,2011,Maize,5.57
151,2012,Maize,3.42
151,2013,Maize,4.51
151,2014,Maize,2.74
151,2015,Maize,3.74
151,2016,Maize,2.97
151,2017,Maize,2.6
152,1966,Maize,0.0
152,1967,Maize,0.0
152,1968,Maize,0.0
152,1969,Maize,0.0
152,1970,Maize,0.0
152,1971,Maize,0.0
152,1972,Maize,0.0
152,1973,Maize,0.0
152,1974,Maize,0.0
152,1975,Maize,0.0
152,1976,Maize,0.0
152,1977,Maize,0.0
152,1978,Maize,0.0
152,1979,Maize,0.0
152,1980,Maize,0.0
152,1981,Maize,0.0
152,1982,Maize,0.0
152,1983,Maize,0.0
152,1984,Maize,0.0
152,1985,Maize,0.0
152,1986,Maize,0.0
152,1987,Maize,0.0
152,1988,Maize,0.0
152,1989,Maize,0.0
152,1990,Maize,0.0
152,1991,Maize,0.0
152,1992,Maize,0.0
152,1993,Maize,0.0
152,1994,Maize,0.03
152,1995,Maize,0.0
152,1996,Maize,0.0
152,1997,Maize,0.0
152,1998,Maize,0.0
152,1999,Maize,0.0
152,2000,Maize,0.04
152,2001,Maize,0.01
152,2002,Maize,0.0
152,2003,Maize,0.0
152,2004,Maize,0.0
152,2005,Maize,0.0
152,2006,Maize,0.0
152,2007,Maize,0.0
152,2008,Maize,0.0
152,2009,Maize,0.0
152,2010,Maize,0.0
152,2011,Maize,0.0
152,2012,Maize,0.0
152,2013,Maize,0.0
152,2014,Maize,0.0
152,2015,Maize,0.0
152,2016,Maize,0.0
152,2017,Maize,0.0
153,1966,Maize,1.0
153,1967,Maize,0.0
153,1968,Maize,1.0
153,1969,Maize,0.0
153,1970,Maize,0.4
153,1971,Maize,0.2
153,1972,Maize,0.2
153,1973,Maize,0.2
153,1974,Maize,0.2
153,1975,Maize,0.2
153,1976,Maize,0.3
153,1977,Maize,0.2
153,1978,Maize,0.4
153,1979,Maize,0.9
153,1980,Maize,0.9
153,1981,Maize,0.4
153,1982,Maize,0.3
153,1983,Maize,0.3
153,1984,Maize,0.7
153,1985,Maize,0.2
153,1986,Maize,0.4
153,1987,Maize,0.1
153,1988,Maize,0.1
153,1989,Maize,0.2
153,1990,Maize,0.39
153,1991,Maize,0.24
153,1992,Maize,0.34
153,1993,Maize,0.57
153,1994,Maize,0.16
153,1995,Maize,0.42
153,1996,Maize,0.31
153,1997,Maize,0.38
153,1998,Maize,0.21
153,1999,Maize,0.11
153,2000,Maize,0.15
153,2001,Maize,0.16
153,2002,Maize,0.06
153,2003,Maize,0.1
153,2004,Maize,0.24
153,2005,Maize,0.19
153,2006,Maize,0.04
153,2007,Maize,0.21
153,2008,Maize,0.09
153,2009,Maize,0.03
153,2010,Maize,0.06
153,2011,Maize,0.06
153,2012,Maize,0.1
153,2013,Maize,0.12
153,2014,Maize,0.06
153,2015,Maize,0.06
153,2016,Maize,0.07
153,2017,Maize,0.07
154,1966,Maize,28.0
154,1967,Maize,64.0
154,1968,Maize,18.0
154,1969,Maize,19.0
154,1970,Maize,44.0
154,1971,Maize,13.0
154,1972,Maize,36.0
154,1973,Maize,15.0
154,1974,Maize,20.0
154,1975,Maize,25.8
154,1976,Maize,52.8
154,1977,Maize,37.8
154,1978,Maize,37.8
154,1979,Maize,59.1
154,1980,Maize,59.1
154,1981,Maize,43.8
154,1982,Maize,17.0
154,1983,Maize,76.8
154,1984,Maize,63.6
154,1985,Maize,54.8
154,1986,Maize,33.0
154,1987,Maize,61.8
154,1988,Maize,71.5
154,1989,Maize,93.8
154,1990,Maize,88.61
154,1991,Maize,37.32
154,1992,Maize,82.2
154,1993,Maize,119.21
154,1994,Maize,43.78
154,1995,Maize,52.03
154,1996,Maize,34.69
154,1997,Maize,55.56
154,1998,Maize,45.46
154,1999,Maize,67.1
154,2000,Maize,49.91
154,2001,Maize,55.63
154,2002,Maize,65.49
154,2003,Maize,148.08
154,2004,Maize,67.29
154,2005,Maize,85.66
154,2006,Maize,64.32
154,2007,Maize,103.98
154,2008,Maize,80.38
154,2009,Maize,71.12
154,2010,Maize,84.8
154,2011,Maize,56.88
154,2012,Maize,61.91
154,2013,Maize,20.13
154,2014,Maize,74.46
154,2015,Maize,56.92
154,2016,Maize,94.64
154,2017,Maize,140.92
155,1966,Maize,0.0
155,1967,Maize,0.0
155,1968,Maize,0.0
155,1969,Maize,0.0
155,1970,Maize,0.0
155,1971,Maize,0.0
155,1972,Maize,0.0
155,1973,Maize,0.0
155,1974,Maize,0.0
155,1975,Maize,0.0
155,1976,Maize,0.0
155,1977,Maize,0.0
155,1978,Maize,0.0
155,1979,Maize,0.0
155,1980,Maize,0.0
155,1981,Maize,0.0
155,1982,Maize,0.0
155,1983,Maize,0.0
155,1984,Maize,0.0
155,1985,Maize,0.0
155,1986,Maize,0.0
155,1987,Maize,0.0
155,1988,Maize,0.0
155,1989,Maize,0.0
155,1990,Maize,0.0
155,1991,Maize,0.0
155,1992,Maize,0.0
155,1993,Maize,0.0
155,1994,Maize,0.0
155,1995,Maize,0.0
155,1996,Maize,0.0
155,1997,Maize,0.0
155,1998,Maize,0.0
155,1999,Maize,0.0
155,2000,Maize,0.0
155,2001,Maize,0.0
155,2002,Maize,0.0
155,2003,Maize,0.0
155,2004,Maize,0.0
155,2005,Maize,0.0
155,2006,Maize,0.0
155,2007,Maize,0.0
155,2008,Maize,0.0
155,2009,Maize,0.0
155,2010,Maize,0.0
155,2011,Maize,0.0
155,2012,Maize,0.0
155,2013,Maize,0.0
155,2014,Maize,0.0
155,2015,Maize,0.0
155,2016,Maize,0.0
155,2017,Maize,0.0
156,1966,Maize,0.0
156,1967,Maize,0.0
156,1968,Maize,0.0
156,1969,Maize,0.0
156,1970,Maize,0.0
156,1971,Maize,0.0
156,1972,Maize,0.0
156,1973,Maize,0.0
156,1974,Maize,0.0
156,1975,Maize,0.1
156,1976,Maize,0.1
156,1977,Maize,0.1
156,1978,Maize,0.2
156,1979,Maize,0.0
156,1980,Maize,0.0
156,1981,Maize,0.0
156,1982,Maize,0.0
156,1983,Maize,0.0
156,1984,Maize,0.1
156,1985,Maize,0.0
156,1986,Maize,0.0
156,1987,Maize,0.0
156,1988,Maize,0.0
156,1989,Maize,0.1
156,1990,Maize,0.04
156,1991,Maize,0.02
156,1992,Maize,0.03
156,1993,Maize,0.02
156,1994,Maize,0.01
156,1995,Maize,0.01
156,1996,Maize,0.03
156,1997,Maize,0.02
156,1998,Maize,0.01
156,1999,Maize,0.01
156,2000,Maize,0.01
156,2001,Maize,0.01
156,2002,Maize,0.01
156,2003,Maize,0.01
156,2004,Maize,0.01
156,2005,Maize,0.01
156,2006,Maize,0.01
156,2007,Maize,0.02
156,2008,Maize,0.07
156,2009,Maize,0.02
156,2010,Maize,0.01
156,2011,Maize,0.01
156,2012,Maize,0.01
156,2013,Maize,0.0
156,2014,Maize,0.0
156,2015,Maize,0.01
156,2016,Maize,0.01
156,2017,Maize,0.01
157,1966,Maize,18.0
157,1967,Maize,31.0
157,1968,Maize,8.0
157,1969,Maize,5.0
157,1970,Maize,26.0
157,1971,Maize,5.0
157,1972,Maize,21.0
157,1973,Maize,10.0
157,1974,Maize,7.0
157,1975,Maize,8.4
157,1976,Maize,20.5
157,1977,Maize,12.8
157,1978,Maize,18.2
157,1979,Maize,45.8
157,1980,Maize,45.8
157,1981,Maize,23.5
157,1982,Maize,55.0
157,1983,Maize,53.0
157,1984,Maize,44.0
157,1985,Maize,32.6
157,1986,Maize,11.0
157,1987,Maize,22.7
157,1988,Maize,25.4
157,1989,Maize,38.4
157,1990,Maize,56.34
157,1991,Maize,19.97
157,1992,Maize,35.18
157,1993,Maize,39.67
157,1994,Maize,18.77
157,1995,Maize,23.92
157,1996,Maize,17.89
157,1997,Maize,29.9
157,1998,Maize,38.85
157,1999,Maize,44.19
157,2000,Maize,62.98
157,2001,Maize,47.85
157,2002,Maize,43.19
157,2003,Maize,72.47
157,2004,Maize,53.0
157,2005,Maize,42.9
157,2006,Maize,34.51
157,2007,Maize,36.52
157,2008,Maize,28.56
157,2009,Maize,38.0
157,2010,Maize,73.11
157,2011,Maize,34.31
157,2012,Maize,36.8
157,2013,Maize,8.24
157,2014,Maize,16.13
157,2015,Maize,27.18
157,2016,Maize,71.19
157,2017,Maize,71.27
158,1966,Maize,0.5
158,1967,Maize,0.5
158,1968,Maize,1.0
158,1969,Maize,0.6
158,1970,Maize,1.0
158,1971,Maize,1.0
158,1972,Maize,1.0
158,1973,Maize,0.2
158,1974,Maize,0.1
158,1975,Maize,0.4
158,1976,Maize,0.8
158,1977,Maize,0.6
158,1978,Maize,1.2
158,1979,Maize,0.8
158,1980,Maize,0.8
158,1981,Maize,0.8
158,1982,Maize,0.6
158,1983,Maize,0.6
158,1984,Maize,0.6
158,1985,Maize,0.3
158,1986,Maize,0.4
158,1987,Maize,0.1
158,1988,Maize,0.4
158,1989,Maize,0.4
158,1990,Maize,0.49
158,1991,Maize,0.43
158,1992,Maize,0.48
158,1993,Maize,0.44
158,1994,Maize,0.41
158,1995,Maize,0.49
158,1996,Maize,0.55
158,1997,Maize,0.78
158,1998,Maize,0.58
158,1999,Maize,0.51
158,2000,Maize,0.54
158,2001,Maize,0.56
158,2002,Maize,0.17
158,2003,Maize,0.32
158,2004,Maize,0.27
158,2005,Maize,0.18
158,2006,Maize,0.14
158,2007,Maize,0.21
158,2008,Maize,0.12
158,2009,Maize,0.03
158,2010,Maize,0.09
158,2011,Maize,0.08
158,2012,Maize,0.05
158,2013,Maize,0.04
158,2014,Maize,0.04
158,2015,Maize,0.08
158,2016,Maize,0.04
158,2017,Maize,0.05
159,1966,Maize,13.0
159,1967,Maize,14.0
159,1968,Maize,16.0
159,1969,Maize,4.0
159,1970,Maize,22.0
159,1971,Maize,24.0
159,1972,Maize,12.0
159,1973,Maize,12.0
159,1974,Maize,6.0
159,1975,Maize,14.9
159,1976,Maize,22.6
159,1977,Maize,20.3
159,1978,Maize,26.1
159,1979,Maize,23.7
159,1980,Maize,23.7
159,1981,Maize,19.8
159,1982,Maize,25.0
159,1983,Maize,32.8
159,1984,Maize,24.8
159,1985,Maize,17.5
159,1986,Maize,22.0
159,1987,Maize,8.0
159,1988,Maize,27.8
159,1989,Maize,16.7
159,1990,Maize,51.64
159,1991,Maize,22.99
159,1992,Maize,18.22
159,1993,Maize,15.03
159,1994,Maize,16.17
159,1995,Maize,18.94
159,1996,Maize,19.0
159,1997,Maize,23.85
159,1998,Maize,8.1
159,1999,Maize,6.95
159,2000,Maize,11.1
159,2001,Maize,27.61
159,2002,Maize,2.76
159,2003,Maize,45.67
159,2004,Maize,22.35
159,2005,Maize,8.32
159,2006,Maize,10.67
159,2007,Maize,22.65
159,2008,Maize,11.07
159,2009,Maize,7.53
159,2010,Maize,35.24
159,2011,Maize,27.56
159,2012,Maize,24.05
159,2013,Maize,14.03
159,2014,Maize,14.83
159,2015,Maize,17.13
159,2016,Maize,19.07
159,2017,Maize,9.59
160,1966,Maize,4.0
160,1967,Maize,6.0
160,1968,Maize,4.0
160,1969,Maize,2.0
160,1970,Maize,5.0
160,1971,Maize,1.0
160,1972,Maize,2.0
160,1973,Maize,3.0
160,1974,Maize,1.0
160,1975,Maize,0.6
160,1976,Maize,1.1
160,1977,Maize,0.3
160,1978,Maize,2.7
160,1979,Maize,2.8
160,1980,Maize,2.8
160,1981,Maize,2.8
160,1982,Maize,2.0
160,1983,Maize,3.0
160,1984,Maize,3.6
160,1985,Maize,3.3
160,1986,Maize,3.0
160,1987,Maize,0.7
160,1988,Maize,3.4
160,1989,Maize,3.7
160,1990,Maize,4.08
160,1991,Maize,2.52
160,1992,Maize,1.6
160,1993,Maize,1.54
160,1994,Maize,1.2
160,1995,Maize,0.92
160,1996,Maize,1.72
160,1997,Maize,2.28
160,1998,Maize,2.18
160,1999,Maize,1.64
160,2000,Maize,1.65
160,2001,Maize,2.12
160,2002,Maize,0.9
160,2003,Maize,2.15
160,2004,Maize,1.34
160,2005,Maize,0.89
160,2006,Maize,0.9
160,2007,Maize,1.55
160,2008,Maize,1.85
160,2009,Maize,0.95
160,2010,Maize,1.1
160,2011,Maize,1.17
160,2012,Maize,1.34
160,2013,Maize,0.92
160,2014,Maize,0.81
160,2015,Maize,0.64
160,2016,Maize,0.7
160,2017,Maize,0.78
161,1966,Maize,0.0
161,1967,Maize,1.0
161,1968,Maize,0.0
161,1969,Maize,0.0
161,1970,Maize,0.0
161,1971,Maize,0.0
161,1972,Maize,0.0
161,1973,Maize,0.0
161,1974,Maize,0.0
161,1975,Maize,0.1
161,1976,Maize,0.2
161,1977,Maize,0.0
161,1978,Maize,0.1
161,1979,Maize,0.0
161,1980,Maize,0.0
161,1981,Maize,0.0
161,1982,Maize,0.0
161,1983,Maize,0.0
161,1984,Maize,0.4
161,1985,Maize,0.2
161,1986,Maize,0.0
161,1987,Maize,0.1
161,1988,Maize,0.1
161,1989,Maize,0.1
161,1990,Maize,0.13
161,1991,Maize,0.06
161,1992,Maize,0.08
161,1993,Maize,0.11
161,1994,Maize,0.06
161,1995,Maize,0.05
161,1996,Maize,0.14
161,1997,Maize,0.17
161,1998,Maize,0.12
161,1999,Maize,0.08
161,2000,Maize,0.07
161,2001,Maize,0.13
161,2002,Maize,0.02
161,2003,Maize,0.03
161,2004,Maize,0.02
161,2005,Maize,0.02
161,2006,Maize,0.01
161,2007,Maize,0.01
161,2008,Maize,0.04
161,2009,Maize,0.02
161,2010,Maize,0.03
161,2011,Maize,0.03
161,2012,Maize,0.01
161,2013,Maize,0.01
161,2014,Maize,0.02
161,2015,Maize,0.01
161,2016,Maize,0.01
161,2017,Maize,0.0
162,1966,Maize,9.0
162,1967,Maize,14.0
162,1968,Maize,7.0
162,1969,Maize,10.0
162,1970,Maize,32.0
162,1971,Maize,29.0
162,1972,Maize,18.0
162,1973,Maize,5.0
162,1974,Maize,4.0
162,1975,Maize,15.7
162,1976,Maize,11.3
162,1977,Maize,4.7
162,1978,Maize,19.7
162,1979,Maize,13.9
162,1980,Maize,13.9
162,1981,Maize,16.9
162,1982,Maize,24.0
162,1983,Maize,45.9
162,1984,Maize,33.6
162,1985,Maize,6.7
162,1986,Maize,13.0
162,1987,Maize,3.0
162,1988,Maize,29.0
162,1989,Maize,18.0
162,1990,Maize,32.84
162,1991,Maize,31.41
162,1992,Maize,16.1
162,1993,Maize,3.64
162,1994,Maize,10.82
162,1995,Maize,21.53
162,1996,Maize,27.0
162,1997,Maize,27.91
162,1998,Maize,21.0
162,1999,Maize,5.56
162,2000,Maize,33.05
162,2001,Maize,50.36
162,2002,Maize,8.22
162,2003,Maize,55.81
162,2004,Maize,12.94
162,2005,Maize,32.98
162,2006,Maize,16.34
162,2007,Maize,53.06
162,2008,Maize,36.23
162,2009,Maize,10.33
162,2010,Maize,51.7
162,2011,Maize,35.94
162,2012,Maize,36.95
162,2013,Maize,23.74
162,2014,Maize,31.73
162,2015,Maize,25.11
162,2016,Maize,26.38
162,2017,Maize,0.86
163,1966,Maize,20.0
163,1967,Maize,26.0
163,1968,Maize,13.0
163,1969,Maize,7.0
163,1970,Maize,25.0
163,1971,Maize,3.0
163,1972,Maize,15.0
163,1973,Maize,8.0
163,1974,Maize,4.0
163,1975,Maize,4.7
163,1976,Maize,10.9
163,1977,Maize,1.2
163,1978,Maize,22.2
163,1979,Maize,10.6
163,1980,Maize,10.6
163,1981,Maize,6.9
163,1982,Maize,18.0
163,1983,Maize,11.4
163,1984,Maize,18.9
163,1985,Maize,2.4
163,1986,Maize,9.0
163,1987,Maize,3.0
163,1988,Maize,16.1
163,1989,Maize,8.3
163,1990,Maize,17.38
